"Model","StateNum","Probability.Cut.Off","Granularity","Window.Size","Sample.Size","BinNum","Avg.Cycle.Usage1","Avg.Cycle.Usage2","Survival.Rate","Correctly.Scheduled","Correctly.Unscheduled"
"AR1_logistic_lm",0,0.1,3.125,12,100,500,0.515372675249332,0.41659215956806,0.861014100070496,0.926657263751763,0.804128934203027
"AR1_logistic_lm",0,0.1,3.125,12,100,1000,0.531907654868157,0.429706320194288,0.852337272356847,0.926657263751763,0.804128934203027
"AR1_logistic_lm",0,0.75,3.125,12,100,500,0.54896460935245,0.437252521911599,0.572828366314612,0.592262602579132,0.89995913363302
"AR1_logistic_lm",0,0.75,3.125,12,100,1000,0.548313541151371,0.438031331498917,0.571596533021444,0.592262602579132,0.89995913363302
"AR1_logistic_lm",0,0.005,0,36,100,500,0.169817551368778,0.123323127533994,0.781996958755079,0.89873417721519,0.871828603645931
"AR1_logistic_lm",0,0.005,0,36,100,1000,0.185622068574061,0.1345189185582,0.807509720679615,0.89873417721519,0.871828603645931
"AR1_logistic_lm",0,0.01,0,36,100,500,0.191134736157617,0.137680882521601,0.787523117145323,0.869047619047619,0.872084273890143
"AR1_logistic_lm",0,0.01,0,36,100,1000,0.205168729849486,0.148200950154645,0.792652989171383,0.869047619047619,0.872084273890143
"AR1_logistic_lm",0,0.1,0,36,100,500,0.294281887900264,0.206399222484224,0.776941179052553,0.847222222222222,0.879946727549467
"AR1_logistic_lm",0,0.1,0,36,100,1000,0.306081813236489,0.214684134771629,0.770210466799434,0.847222222222222,0.879946727549467
"AR1_logistic_lm",0,0.75,0,36,100,500,0.392439398168587,0.269915839364956,0.558851455863546,0.621417797888386,0.928013510660756
"AR1_logistic_lm",0,0.75,0,36,100,1000,0.398616417644952,0.272881003522474,0.561284177362058,0.621417797888386,0.928013510660756
"AR1_logistic_lm",0,0.005,0.78125,36,100,500,0.162429226175108,0.122041654480522,0.781748155018119,0.89873417721519,0.885359894756625
